AREAS;o3G-FREE MOBILE;o3G-BOUYGUES TELECOM;o3G-SFR;o3G-ORANGE;o4G-FREE MOBILE;o4G-BOUYGUES TELECOM;o4G-SFR;o4G-ORANGE;o5G-FREE MOBILE;o5G-BOUYGUES TELECOM;o5G-SFR;o5G-ORANGE
920630703;52.6110915928019;57.25324673334324;75.43502103379683;77.52399084704044;473.499824335217;515.2792206000892;678.9151893041715;697.7159176233639;0.0;0.0;0.0;0.0
920240103;57.900219034528945;63.0090618905168;83.01869640980253;85.31767569499706;521.1019713107604;567.0815570146511;747.1682676882227;767.8590812549736;0.0;0.0;0.0;0.0
920250304;63.4590876036538;69.05841886279973;90.98913296112126;93.50883202773693;571.1317884328842;621.5257697651975;818.9021966500914;841.5794882496323;0.0;0.0;0.0;0.0
920480211;47.29856833037487;51.47197141834913;67.81780017958161;69.69583156917002;425.68711497337375;463.24774276514216;610.3602016162346;627.2624841225303;0.0;0.0;0.0;0.0
920730114;97.57935182543963;106.18929463356667;139.91157063206418;143.78604489572135;878.2141664289567;955.7036517021;1259.2041356885777;1294.074404061492;0.0;0.0;0.0;0.0
920500502;74.10373632666943;80.64230129666969;106.25168076250398;109.19403499900409;666.9336269400249;725.7807116700272;956.2651268625358;982.7463149910368;0.0;0.0;0.0;0.0
920630806;57.65030514491313;62.73709677534665;82.66036399454457;84.94942022823965;518.8527463042182;564.63387097812;743.9432759509011;764.5447820541568;0.0;0.0;0.0;0.0
920640111;48.983724230302975;53.30581754474147;70.23401635962558;72.17895835112292;440.85351807272673;479.7523579026733;632.1061472366302;649.6106251601062;0.0;0.0;0.0;0.0
920760103;45.808678366108545;49.85062057488283;65.68156089258211;67.50043488653054;412.27810529497685;448.65558517394555;591.134048033239;607.5039139787748;0.0;0.0;0.0;0.0
920350101;79.08559233254805;86.06373283247876;113.39478312387403;116.53494634884285;711.7703309929323;774.5735954923089;1020.5530481148663;1048.8145171395856;0.0;0.0;0.0;0.0
920260403;46.38427232054403;50.47700223118027;66.50686104783887;68.34858950762518;417.45845088489625;454.29302008062245;598.5617494305498;615.1373055686266;0.0;0.0;0.0;0.0
920120204;59.268098461927416;64.49763656150925;84.97999411820476;87.33328626301657;533.4128861573466;580.4787290535833;764.8199470638427;785.9995763671492;0.0;0.0;0.0;0.0
920240503;48.08208744429187;52.32462457172939;68.94122832085966;70.85037002820656;432.7387869986268;470.92162114556453;620.471054887737;637.6533302538589;0.0;0.0;0.0;0.0
920510103;47.482344765599464;51.67196342138765;68.08130315655805;69.96663155166274;427.3411028903951;465.04767079248893;612.7317284090225;629.6996839649646;0.0;0.0;0.0;0.0
920440105;56.375330614095326;61.34962449180962;80.83227551285727;83.0707077578287;507.3779755268579;552.1466204262866;727.4904796157153;747.6363698204583;0.0;0.0;0.0;0.0
920780108;35.04378862447669;38.13588762075405;50.24660868950702;51.63805323783183;315.3940976202902;343.22298858678647;452.2194782055632;464.74247914048647;0.0;0.0;0.0;0.0
920440114;63.272736473881615;68.85562498628293;90.72193832652144;93.23423815710203;569.4546282649345;619.7006248765465;816.4974449386929;839.1081434139182;0.0;0.0;0.0;0.0
920630704;49.48469426546652;53.85099081830181;70.95231898357333;72.9171524323492;445.36224838919867;484.65891736471633;638.5708708521599;656.2543718911428;0.0;0.0;0.0;0.0
920630804;56.15449173358166;61.10929982772122;80.51563152976782;82.74529517213062;505.39042560223487;549.983698449491;724.6406837679104;744.7076565491756;0.0;0.0;0.0;0.0
920040501;57.96702334008783;63.08176069362499;83.11448199497887;85.41611380407059;521.7032100607904;567.7358462426249;748.0303379548099;768.7450242366353;0.0;0.0;0.0;0.0
920200101;92.57570290323585;100.74414727705079;132.7372210744926;136.4130210427093;833.1813261291226;906.6973254934571;1194.6349896704332;1227.7171893843838;0.0;0.0;0.0;0.0
920490102;68.28130920252867;74.30613060275181;97.90334775362568;100.61451738372608;614.531782822758;668.7551754247663;881.1301297826311;905.5306564535348;0.0;0.0;0.0;0.0
920250111;55.487550324157;60.383510646876736;79.5593552441957;81.76253738941958;499.3879529174129;543.4515958218907;716.0341971977613;735.8628365047763;0.0;0.0;0.0;0.0
920040302;77.79623851423862;84.6606125007891;111.54607728144508;114.6350455753928;700.1661466281475;761.9455125071019;1003.9146955330058;1031.7154101785352;0.0;0.0;0.0;0.0
920600106;95.27534181237947;103.68198961935413;136.6080268633382;140.39101837647678;857.4780763114151;933.1379065741871;1229.4722417700439;1263.5191653882912;0.0;0.0;0.0;0.0
920330102;39.747831509368794;43.254993113136635;56.991376061227314;58.569598782922846;357.73048358431913;389.29493801822974;512.9223845510459;527.1263890463056;0.0;0.0;0.0;0.0
920090112;83.02086481191749;90.34623523649846;119.03726939944052;122.33368609050196;747.1877833072573;813.1161171284862;1071.3354245949647;1101.0031748145175;0.0;0.0;0.0;0.0
920710107;55.709442592456334;60.624981644731896;79.87750959947783;82.08950217300183;501.3849833321069;545.6248348025871;718.8975863953004;738.8055195570165;0.0;0.0;0.0;0.0
920070105;50.3368598958504;54.77834753371956;72.17417411537375;74.17284355241486;453.03173906265357;493.00512780347606;649.5675670383637;667.5555919717337;0.0;0.0;0.0;0.0
920510302;46.286176165610684;50.37025053316457;66.36620847275061;68.20404193814987;416.5755854904961;453.3322547984812;597.2958762547555;613.8363774433487;0.0;0.0;0.0;0.0
920040201;66.12890537191406;71.96380878708294;94.81718049649442;97.44288703332042;595.1601483472264;647.6742790837466;853.3546244684497;876.9859832998837;0.0;0.0;0.0;0.0
920120101;49.88820043251672;54.29010047067997;71.53087562015266;73.51173063732611;448.9938038926504;488.6109042361197;643.7778805813739;661.605575735935;0.0;0.0;0.0;0.0
920230502;47.716481913626154;51.92675972953435;68.41701450850809;70.31163952566678;429.44833722263536;467.3408375658092;615.7531305765729;632.804755731001;0.0;0.0;0.0;0.0
920040102;45.27615051390706;49.271104971016506;64.91800992802851;66.71573943372775;407.4853546251635;443.4399447391486;584.2620893522566;600.4416549035498;0.0;0.0;0.0;0.0
920760101;37.78839557988895;41.12266577811445;54.18189072116431;55.68231231036578;340.0955602190005;370.10399200303004;487.63701649047874;501.140810793292;0.0;0.0;0.0;0.0
920510309;50.5065215472853;54.9629793308693;72.41743898323996;74.42284498585275;454.5586939255677;494.6668139778238;651.7569508491596;669.8056048726748;0.0;0.0;0.0;0.0
920730113;83.3586707674765;90.71384759990089;119.52162352689643;122.83145310148741;750.2280369072884;816.4246283991081;1075.694611742068;1105.4830779133868;0.0;0.0;0.0;0.0
920240201;60.83735409256783;66.20535592426499;87.23002976507887;89.64563058934259;547.5361868331104;595.848203318385;785.0702678857098;806.8106753040834;0.0;0.0;0.0;0.0
920440126;38.597723467649935;42.00340495008964;55.342324089645125;56.87488075674299;347.37951120884935;378.03064455080676;498.0809168068061;511.8739268106869;0.0;0.0;0.0;0.0
920460102;81.60628679038675;88.80684150718558;117.00901414798099;120.24926377054047;734.4565811134806;799.2615735646702;1053.0811273318288;1082.2433739348642;0.0;0.0;0.0;0.0
920630603;53.28344768092303;57.98492835865154;76.39906101308817;78.514727318066;479.5510291283072;521.8643552278638;687.5915491177935;706.6325458625939;0.0;0.0;0.0;0.0
920260702;41.511105487461855;45.17385008929672;59.51959977981662;61.167834850642315;373.59994938715664;406.56465080367053;535.6763980183497;550.5105136557809;0.0;0.0;0.0;0.0
920730105;35.09455486410069;38.19113323446251;50.319398518379664;51.712858785042485;315.85099377690614;343.72019911016264;452.8745866654169;465.4157290653823;0.0;0.0;0.0;0.0
920720102;39.76522053251008;43.27391646184921;57.016308851760776;58.59522201996339;357.8869847925907;389.4652481566429;513.146779665847;527.3569981796704;0.0;0.0;0.0;0.0
920630801;43.934474582651426;47.811045869355965;62.99428340894874;64.73874048796577;395.4102712438628;430.2994128242037;566.9485506805386;582.648664391692;0.0;0.0;0.0;0.0
920500203;43.716271109848876;47.57358914895319;62.68141813544508;64.41721125304201;393.44643998863984;428.1623023405787;564.1327632190057;579.7549012773782;0.0;0.0;0.0;0.0
920040103;59.99566069688763;65.28939546426008;86.02318996980212;88.40537061511972;539.9609462719886;587.6045591783408;774.2087097282191;795.6483355360775;0.0;0.0;0.0;0.0
920630401;46.99102639554373;51.13729343044464;67.3768393171399;69.24265948284531;422.9192375598935;460.23564087400183;606.3915538542591;623.1839353456079;0.0;0.0;0.0;0.0
920490108;45.26687015592413;49.26100575791744;64.90470353239121;66.7020645532882;407.4018314033171;443.3490518212569;584.1423317915209;600.3185809795938;0.0;0.0;0.0;0.0
920480206;46.40632797088796;50.501003968319246;66.53848495825846;68.38108915710255;417.65695173799156;454.5090357148733;598.8463646243262;615.429802413923;0.0;0.0;0.0;0.0
920600110;37.36174156568609;40.65836582148192;53.57014415668226;55.05362507179038;336.25567409117474;365.9252923933373;482.1312974101403;495.48262564611343;0.0;0.0;0.0;0.0
920490111;51.83252281012279;56.40598070513363;74.31869079392607;76.37674684668093;466.4927052911051;507.65382634620266;668.8682171453346;687.3907216201285;0.0;0.0;0.0;0.0
920400502;96.56240009212394;105.08261186495841;138.45344130856006;142.28753660633558;869.0616008291154;945.7435067846258;1246.0809717770405;1280.5878294570202;0.0;0.0;0.0;0.0
920500802;84.01620409292566;91.42939857171322;120.46441028029783;123.80034779575223;756.1458368363309;822.864587145419;1084.1796925226804;1114.20313016177;0.0;0.0;0.0;0.0
920020201;47.62117311502565;51.823041331057325;68.28035851051472;70.17119920772898;428.5905580352308;466.407371979516;614.5232265946324;631.5407928695607;0.0;0.0;0.0;0.0
920620301;57.93280018473397;63.04451784809285;83.0654120295818;85.36568497809328;521.3952016626057;567.4006606328356;747.5887082662362;768.2911648028396;0.0;0.0;0.0;0.0
920400204;60.36277915977009;65.688906732691;86.54957305996447;88.94633046777888;543.2650124379307;591.2001605942189;778.9461575396803;800.5169742100098;0.0;0.0;0.0;0.0
920070104;54.59536906938477;59.41260751668343;78.28012476860316;80.44788206988756;491.35832162446286;534.7134676501508;704.5211229174284;724.030938628988;0.0;0.0;0.0;0.0
920220104;38.334424986832495;41.716874250376534;54.96480053259071;56.48690270118552;345.00982488149236;375.45186825338885;494.68320479331635;508.3821243106697;0.0;0.0;0.0;0.0
920140102;39.9915439058095;43.520209544557396;57.340816629653325;58.92871616708988;359.92389515228547;391.6818859010166;516.06734966688;530.3584455038089;0.0;0.0;0.0;0.0
920040403;48.84520150631856;53.155072227464316;70.03539921861852;71.97484104313412;439.606813556867;478.3956500471789;630.3185929675667;647.7735693882071;0.0;0.0;0.0;0.0
920480202;47.19972056081551;51.364401786769825;67.67606992175753;69.55017647343698;424.79748504733953;462.2796160809284;609.0846292958178;625.9515882609328;0.0;0.0;0.0;0.0
920770101;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
920620101;41.25566658959684;44.89587246514951;59.15334547773077;60.79143812172946;371.3009993063715;404.0628521863456;532.3801092995769;547.1229430955652;0.0;0.0;0.0;0.0
920020107;59.685337601864525;64.9516909196761;85.57824141443811;87.94810040745331;537.1680384167806;584.5652182770849;770.2041727299429;791.5329036670798;0.0;0.0;0.0;0.0
920040104;41.49179996082493;45.1528411338389;59.49191906147692;61.139387589333204;373.4261996474243;406.37557020455006;535.4272715532923;550.2544883039989;0.0;0.0;0.0;0.0
920460109;46.00046414922354;50.059328632978556;65.95654786101905;67.7830368787088;414.0041773430118;450.533957696807;593.6089307491713;610.0473319083792;0.0;0.0;0.0;0.0
920260705;27.620832209204302;30.057964462957624;39.60339912349146;40.70010863768045;248.58748988283867;270.52168016661864;356.43059211142315;366.3009777391241;0.0;0.0;0.0;0.0
920730116;84.77751083951576;92.25787944300244;121.55598980665862;124.92215567822763;762.9975975556417;830.3209149870221;1094.0039082599276;1124.2994011040487;0.0;0.0;0.0;0.0
920460104;59.33382004883278;64.56915711196508;85.07422727589994;87.43012895430948;534.004380439495;581.1224140076858;765.6680454830995;786.8711605887853;0.0;0.0;0.0;0.0
920510407;47.48486899098226;51.674710372539515;68.08492245030544;69.97035107200621;427.36382091884025;465.07239335285567;612.764302052749;629.7331596480559;0.0;0.0;0.0;0.0
920400501;52.075099768733956;56.66996151303402;74.66650334487589;76.73419112981092;468.6758979186056;510.02965361730617;671.9985301038831;690.6077201682983;0.0;0.0;0.0;0.0
920770104;44.90919686573861;48.87177305977437;64.39186315308109;66.17502244039719;404.1827717916474;439.84595753796935;579.5267683777298;595.5752019635746;0.0;0.0;0.0;0.0
920460101;62.227726422461316;67.71840816561968;89.2235783263232;91.69438511074448;560.0495378021518;609.465673490577;803.0122049369089;825.2494659967002;0.0;0.0;0.0;0.0
920480201;41.15276008783148;44.78388597793426;59.00579571417014;60.639802364716395;370.3748407904833;403.0549738014084;531.0521614275312;545.7582212824475;0.0;0.0;0.0;0.0
920710102;60.15293791128335;65.46055007992601;86.24869774044303;88.63712321633223;541.37644120155;589.144950719334;776.2382796639873;797.7341089469901;0.0;0.0;0.0;0.0
920250402;75.04754897654179;81.66939153329548;107.60494154724742;110.58477069778658;675.4279407888761;735.0245237996594;968.4444739252268;995.2629362800792;0.0;0.0;0.0;0.0
920120604;53.68546267357976;58.422415262425034;76.97547956873568;79.10710823371605;483.16916406221776;525.8017373618253;692.7793161186211;711.9639741034445;0.0;0.0;0.0;0.0
920040304;44.696014678691746;48.63978067975278;64.08619751724184;65.86089221771931;402.2641321082256;437.75802611777505;576.7757776551765;592.7480299594738;0.0;0.0;0.0;0.0
920510404;36.93335662021424;40.19218220435079;52.95591574221895;54.422387255080395;332.40020958192815;361.72963983915713;476.60324167997055;489.8014852957236;0.0;0.0;0.0;0.0
920200103;54.007860678111896;58.773260149710005;77.43774141346927;79.58217117568842;486.070746103007;528.9593413473901;696.9396727212234;716.2395405811957;0.0;0.0;0.0;0.0
920200106;64.74717850462628;70.46016484326978;92.8360280029568;95.40687185534637;582.7246065416365;634.141483589428;835.5242520266112;858.6618466981173;0.0;0.0;0.0;0.0
920510405;58.72159029328365;63.902907083867504;84.19639784698758;86.52799040275032;528.4943126395527;575.1261637548075;757.7675806228883;778.7519136247529;0.0;0.0;0.0;0.0
920500804;54.67835806952922;59.50291907566415;78.39911634969263;80.57016880245335;492.1052226257629;535.5262716809774;705.5920471472336;725.1315192220802;0.0;0.0;0.0;0.0
920120705;42.76818132463048;46.541844382686115;61.322024693403996;63.02017306952903;384.91363192167427;418.87659944417504;551.898222240636;567.1815576257613;0.0;0.0;0.0;0.0
920070107;54.60910214239412;59.4275523314289;78.2998155718151;80.46811815688075;491.48191928154705;534.8479709828601;704.6983401463359;724.2130634119268;0.0;0.0;0.0;0.0
920250211;30.99720212322471;33.7322493693916;44.4445177502119;45.675289010987;278.97481910902235;303.5902443245244;400.0006597519071;411.077601098883;0.0;0.0;0.0;0.0
920360101;28.12091592154781;30.602173208743206;40.32043091692517;41.43699669616309;253.08824329393025;275.41955887868886;362.8838782523265;372.9329702654679;0.0;0.0;0.0;0.0
920090108;52.15132323088799;56.75291057478987;74.77579433840557;76.84650864316141;469.36190907799187;510.7761951731089;672.9821490456502;691.6185777884527;0.0;0.0;0.0;0.0
920490107;35.79431300708703;38.95263474300647;51.322728208690954;52.743972989854704;322.1488170637832;350.5737126870583;461.9045538782186;474.6957569086924;0.0;0.0;0.0;0.0
920260204;43.60610113991158;47.45369829931555;62.523453840314396;64.25487256204619;392.45491025920415;427.0832846938399;562.7110845628296;578.2938530584156;0.0;0.0;0.0;0.0
920600109;101.88667434166973;110.87667501887589;146.08751100459997;150.13301130934275;916.9800690750275;997.8900751698831;1314.7875990413997;1351.1971017840847;0.0;0.0;0.0;0.0
920720104;82.33475354694168;89.59958474226006;118.05350692392373;121.322680961817;741.012781922475;806.3962626803407;1062.4815623153136;1091.9041286563531;0.0;0.0;0.0;0.0
920070102;40.63199900108423;44.21717538353284;58.259116214789884;59.87244558689176;365.68799100975804;397.95457845179556;524.3320459331089;538.8520102820258;0.0;0.0;0.0;0.0
920230104;80.77646255668029;87.90379748815208;115.81919263641659;119.02649335557889;726.9881630101224;791.1341773933688;1042.3727337277492;1071.23844020021;0.0;0.0;0.0;0.0
920710104;46.70329807398762;50.824177315810054;66.9642876796146;68.8186833384347;420.3296826658885;457.41759584229055;602.6785891165314;619.3681500459122;0.0;0.0;0.0;0.0
920710101;52.634017224655494;57.278195215066276;75.46789234417516;77.55777243986002;473.7061550218994;515.5037569355966;679.2110310975764;698.0199519587401;0.0;0.0;0.0;0.0
920730111;42.46068849726971;46.2072198352641;60.88113424240877;62.56707334450625;382.1461964754273;415.86497851737687;547.930208181679;563.1036601005562;0.0;0.0;0.0;0.0
920020202;56.74743838154837;61.754565297567346;81.36581238530833;83.61901949751686;510.72694543393527;555.7910876781061;732.2923114677749;752.5711754776518;0.0;0.0;0.0;0.0
920400101;65.22293953764347;70.97790479096496;93.51818536647409;96.10791973046875;587.0064558387911;638.8011431186846;841.6636682982668;864.9712775742188;0.0;0.0;0.0;0.0
920040203;54.394278075024516;59.193773199291385;77.99179576933662;80.15156857525672;489.54850267522056;532.7439587936225;701.9261619240295;721.3641171773104;0.0;0.0;0.0;0.0
920020407;36.541752040310236;39.766024279161144;52.39442388132718;53.845346388810086;328.8757683627921;357.8942185124503;471.54981493194464;484.60811749929076;0.0;0.0;0.0;0.0
920250306;48.428918209453805;52.70205805146444;69.43852243267274;71.36143536157752;435.8602638850842;474.31852246318;624.9467018940546;642.2529182541977;0.0;0.0;0.0;0.0
920020304;55.380823913966765;60.26736720049325;79.40632840605528;81.6052728849922;498.4274152257008;542.4063048044393;714.6569556544976;734.4474559649299;0.0;0.0;0.0;0.0
920250305;48.9024820331701;53.217406918449825;70.11752938579536;72.05924558417125;440.1223382985309;478.95666226604845;631.0577644721584;648.5332102575412;0.0;0.0;0.0;0.0
920190114;32.78545802642287;35.67829255816607;47.00856114082691;48.310336680111355;295.06912223780586;321.10463302349467;423.07705026744225;434.7930301210022;0.0;0.0;0.0;0.0
920750102;43.51520978951886;47.35478712388818;62.393131683501316;64.1209414839675;391.63688810566975;426.1930841149936;561.5381851515118;577.0884733557075;0.0;0.0;0.0;0.0
920320110;36.65861994499239;39.89320405778584;52.5619918328935;54.017554683650545;329.92757950493143;359.03883652007255;473.05792649604143;486.15799215285494;0.0;0.0;0.0;0.0
920260601;53.10353423213013;57.789140193788676;76.1410968769513;78.24961955969763;477.9318080891711;520.1022617440981;685.2698718925616;704.2465760372787;0.0;0.0;0.0;0.0
920500503;55.6134308156049;60.520498240511216;79.73984565472762;81.94802599593545;500.52087734044403;544.6844841646009;717.6586108925485;737.5322339634191;0.0;0.0;0.0;0.0
920250108;49.251647521284625;53.59738112610386;70.61817107831251;72.57375120048117;443.26482769156155;482.37643013493476;635.5635397048126;653.1637608043305;0.0;0.0;0.0;0.0
920090103;58.280498710838884;63.42289565591291;83.56395035745281;85.87802898273613;524.5244883975499;570.8060609032162;752.0755532170754;772.9022608446252;0.0;0.0;0.0;0.0
920120201;48.90721969465246;53.222562608886506;70.12432235630317;72.06622666770849;440.16497725187213;479.0030634799786;631.1189012067285;648.5960400093763;0.0;0.0;0.0;0.0
920510201;41.14960285014198;44.78045016044863;59.00126879248299;60.63515008212098;370.3464256512778;403.0240514440377;531.0114191323469;545.7163507390889;0.0;0.0;0.0;0.0
920040402;53.22156352871071;57.91758384006754;76.31033005954845;78.42353919965902;478.99407175839633;521.258254560608;686.792970535936;705.8118527969311;0.0;0.0;0.0;0.0
920720108;36.8651424019858;40.11794908451396;52.85810859108258;54.321871598220255;331.7862816178722;361.0615417606257;475.7229773197432;488.8968443839823;0.0;0.0;0.0;0.0
920070108;66.58099735000134;72.45579123382498;95.46540061213427;98.10905785985491;599.2289761500119;652.1021211044249;859.1886055092084;882.9815207386943;0.0;0.0;0.0;0.0
920770102;47.66002286209235;51.86531899698285;68.33606219197064;70.22844545267137;428.9402057588311;466.78787097284567;615.0245597277358;632.0560090740423;0.0;0.0;0.0;0.0
920440122;47.55717479301355;51.75339609827946;68.1885962105709;70.07689579794057;428.01457313712194;465.7805648845152;613.6973658951381;630.6920621814651;0.0;0.0;0.0;0.0
920490110;108.8737412254948;118.48024780421494;156.10573190420212;160.42865986462616;979.8636710294531;1066.3222302379345;1404.951587137819;1443.8579387816355;0.0;0.0;0.0;0.0
920260301;39.21398341973156;42.67404078029611;56.225932109173925;57.78295792142797;352.925850777584;384.066367022665;506.0333889825653;520.0466212928518;0.0;0.0;0.0;0.0
920640107;43.81821845937554;47.68453185284985;62.82759264395757;64.567433671021;394.3639661343798;429.1607866756487;565.4483337956182;581.1069030391891;0.0;0.0;0.0;0.0
920640106;65.24928236656238;71.00657198714141;93.55595633440929;96.14673666366986;587.2435412990613;639.0591478842728;842.0036070096836;865.3206299730288;0.0;0.0;0.0;0.0
920040701;28.58771627104701;31.11016182437469;40.98974024157476;42.12484074057221;257.28944643942305;279.99145641937224;368.9076621741728;379.12356666514995;0.0;0.0;0.0;0.0
920020205;51.00459690235363;55.50500251138484;73.13159114675705;75.15677367082108;459.04137212118263;499.5450226024636;658.1843203208134;676.4109630373898;0.0;0.0;0.0;0.0
920360204;40.91170243378414;44.52155853088275;58.660161577852264;60.284596821546636;368.20532190405726;400.69402677794477;527.9414542006704;542.5613713939198;0.0;0.0;0.0;0.0
920510305;53.337080442651235;58.04329342288517;76.4759609288014;78.59375676990668;480.033723983861;522.3896408059666;688.2836483592126;707.34381092916;0.0;0.0;0.0;0.0
920510401;37.56422175736946;40.87871191243148;53.86046501975768;55.35198558953559;338.07799581632514;367.9084072118833;484.74418517781913;498.1678703058203;0.0;0.0;0.0;0.0
920630504;37.085445867938475;40.35769109158011;53.17398488417649;54.64649523481522;333.7690128114462;363.21921982422094;478.56586395758836;491.818457113337;0.0;0.0;0.0;0.0
920440106;60.06289326668775;65.36256031963079;86.11958961032435;88.50443978414872;540.5660394001897;588.2630428766771;775.0763064929191;796.5399580573385;0.0;0.0;0.0;0.0
920500601;40.26613956108689;43.81903422824162;57.73453834126429;59.33334094148392;362.39525604978195;394.37130805417456;519.6108450713785;534.0000684733552;0.0;0.0;0.0;0.0
920020305;38.72553332719806;42.14249215018613;55.525580873556045;57.06321234390067;348.5297999447825;379.28242935167515;499.73022786200437;513.568911095106;0.0;0.0;0.0;0.0
920120107;46.573697535564115;50.68314143576095;66.77846337819855;68.62771313328713;419.163277820077;456.1482729218486;601.006170403787;617.6494181995841;0.0;0.0;0.0;0.0
920020204;55.455920349403144;60.34908979199754;79.51400344215892;81.7159296913264;499.1032831446282;543.1418081279779;715.6260309794303;735.4433672219376;0.0;0.0;0.0;0.0
920240504;75.35284151361428;82.00162164716848;108.04267717025576;111.03462823035515;678.1755736225284;738.0145948245164;972.3840945323019;999.3116540731963;0.0;0.0;0.0;0.0
